act, ear, blade, afternoon, zinc, degree, flag, quarter, tin, grade, angle, ship, hot, caption, prison, mitten, knife
fd, 2, 7, 0.000000, chain, 3, 1, 1, 1, 0, -0.061615, 7, 0, -10359.169922, u, 0, 200698
ff, 55, -2132, -0.000488, bomb, 13855, 0, 0, 0, 1, 0.003632, 25569, 0, 35.958862, e, 0, 237109792
2, 3, -31, -248606.477051, , 61555798, 1, 0, 1, 0, 3030.594238, 148, 1, 10.245361, P, 0, 8813270533410861836
e2, 5, -3249, 15.639648, expert, 343946, 1, 0, 1, 1, 1.277283, 12, 1, -0.005707, &, 0, 729110
0, 71, -511225, 8.073242, slip, 968847218, 0, 1, 0, 1, 0.083740, 248, 0, 0.003723, O, 1, 125
0, 102, -3, -0.005859, pail, 25000696, 1, 1, 1, 1, 4.991791, 28, 1, -2.600311, ^, 0, 700059620127689
6, 0, -13349, 171.200684, sleep, 1, 0, 1, 1, 1, -0.000153, 962, 1, -0.000061, D, 0, 13343467130396
4, 29, 27, -2819.634766, rake, 16, 0, 1, 0, 0, 7690.755371, 872, 1, 3094.250488, A, 0, 168246504
9, 162, -1620370991, -419062.500000, tooth, 277761728, 1, 1, 0, 0, 3071.715820, 0, 1, -9.570374, o, 0, 4136205237176
fb, 214, 16860109, -0.000488, slope, 11, 0, 0, 1, 0, -0.063293, 30853, 0, -0.000122, ;, 1, 1238704171
d, 7, -66000625, -0.035156, ocean, 829168488, 0, 0, 0, 1, -0.005524, 328, 1, -53.894409, D, 1, 14889365358
fe, 3, 26, -8.366211, crate, 476351279, 0, 0, 1, 0, -0.002136, 4, 0, -43.537201, ), 0, 475963375354
f7, 23, -1, -2402.072266, vessel, 224874, 1, 1, 1, 0, -5.839691, 25843, 1, 22147.376953, n, 1, 92
ff, 123, -16949554, 0.076660, wren, 223, 0, 0, 1, 1, 0.000214, 11202, 0, -0.000061, k, 0, 959
fc, 3, 46, 3624.407715, riddle, 32470797, 0, 0, 1, 1, 0.000366, 4514, 1, -9.570374, o, 1, 26
c7, 0, -1567706, -32754.446777, lumber, 97918574, 1, 0, 1, 0, -215.111359, 1533, 0, -0.001373, Q, 1, 24856470763880
fc, 190, -19196608, 1.737793, horse, 178875004, 0, 0, 0, 0, 0.000244, 19610, 0, 1.000000, {, 0, 6046763092
2f, 1, -6666, -0.118164, parcel, 51662, 1, 1, 1, 0, 1116.899536, 1442, 1, -0.000031, P, 0, 89
6, 11, -62, 0.000488, , 323978516, 0, 0, 1, 1, -0.000092, 1, 1, -63.354309, $, 0, 1545280298278
ff, 12, 36504196, -1.139648, apples, 13493, 0, 0, 1, 0, 0.000031, 10875, 0, 0.209686, R, 1, 0
74, 0, 18523, 446488.304199, quince, 110, 1, 0, 0, 1, 0.418335, 0, 1, 8.118317, w, 0, 2211109942256226308
ff, 0, 95280049, -642.004395, beetle, 1, 1, 1, 1, 1, 128.262299, 989, 0, 957.667725, @, 0, 944177008173598226
f9, 4, 294303, 0.002441, , 207, 1, 1, 1, 0, 0.001587, 210, 0, 19024.666016, }, 1, 1251039051726432
ff, 2, -3092778, -31.395020, ink, 3, 0, 1, 0, 0, -0.000092, 109, 1, -5.865204, 5, 1, 158910562
fe, 13, -2, -250.920410, finger, 1914138989, 1, 0, 1, 0, 0.000061, 1442, 1, 0.000000, D, 1, 6320503284
6, 5, 36, 109275.165527, house, 11, 0, 1, 1, 0, -0.000061, 0, 1, -0.000122, &, 0, 1238704171
fb, 1, -3, -0.015625, color, 171503, 0, 0, 0, 0, 0.002747, 0, 0, -330.719238, :, 0, 109358
fb, 1, -3, -0.015625, color, 171503, 0, 0, 0, 0, -1803.282349, 0, 0, -330.719238, :, 0, 109358
6, 1, 1036206852, 0.000977, , 120, 1, 0, 0, 1, -227.321716, 238, 0, -164.019348, 0, 1, 1522764294506780749
0, 26, 15209338, 2941.952148, , 13776085, 1, 1, 0, 0, -0.276184, 4, 1, -114.364807, |, 0, 244535317035481443
d, 7, -66000625, -0.035156, ocean, 829168488, 0, 0, 1, 1, 0.003357, 12662, 0, -53.894409, k, 1, 14889365358
e0, 13, -2, 0.421387, finger, 6283, 1, 0, 1, 0, 3320.083252, 1, 1, 0.000000, {, 1, 618459
2, 13, 14945976, 607.601074, cover, 353, 0, 0, 0, 0, 6330.988281, 0, 1, -28324.619141, c, 1, 6
d, 1, -66000625, -0.035156, owner, 829168488, 0, 0, 1, 0, -0.719238, 899, 0, -53.894409, k, 1, 14889365358
f8, 62, -2, -204871.327637, soap, 3915, 1, 1, 0, 1, 6.539764, 10875, 0, 0.318695, L, 1, 1714
7, 2, 14371435, 45.091797, turn, 6937018, 0, 1, 0, 0, -837.060425, 2, 0, -0.045258, %, 1, 975704443238888
fe, 1, -1628, 0.000000, babies, 243664100, 0, 0, 0, 1, -0.000458, 9, 1, 364.512329, l, 1, 228313
f, 251, -61458064, -80952.246094, rest, 578, 0, 1, 1, 1, 0.037231, 28918, 1, 0.017792, 4, 1, 127546816967058
0, 1, -27, 0.122559, cause, 1, 0, 1, 0, 0, 0.000031, 288, 0, 1.411713, f, 0, 28181379576
4, 13, 13562, -0.177734, apples, 140796515, 1, 1, 1, 0, -6.486298, 17006, 0, 0.000061, 8, 1, 905662919402
14, 1, 4, 98.948242, route, 32328086, 0, 0, 0, 0, -0.039459, 1227, 0, 182.370911, e, 1, 2
0, 13, 204124, 8727.005859, news, 1329676278, 1, 0, 0, 1, 0.566376, 15, 0, 67.882996, i, 0, 1202950366
f, 107, -61458064, -0.371094, silver, 578, 0, 1, 1, 1, 0.037231, 0, 1, 0.017792, 4, 1, 127546816967058
1, 31, -323014781, -71927.628418, grip, 396402886, 1, 1, 0, 0, 5213.847168, 280, 0, -10359.169922, ), 0, 27443061006521779
0, 56, 240, 0.443848, thumb, 1914138989, 0, 1, 0, 0, -0.000092, 6520, 0, 0.000000, ., 0, 31
ff, 2, -931666, 0.007324, sock, 1662549, 1, 1, 0, 1, 0.000092, 430, 0, 1737.578857, @, 0, 944177008173598226
1, 3, -105798644, -0.458984, star, 61, 0, 0, 1, 1, -1.526245, 55, 1, -0.000000, w, 1, 4041779157977319770
2, 1, -2, 0.102539, worm, 61555798, 0, 0, 1, 1, -25554.171875, 6686, 1, 10.245361, P, 0, 452471119048728317
4, 2, 0, -0.014160, ink, 3, 1, 0, 0, 1, 0.000000, 940, 1, -6.921112, 9, 1, 208245903702
16, 2, 22197, 103971.529785, net, 1, 0, 0, 0, 0, -7.922882, 5811, 0, 7.110901, =, 0, 58736404339843869
4, 1, 2065361, -59.554688, goose, 309, 1, 1, 1, 1, -98.640472, 5576, 1, 0.000061, $, 1, 905662919402
82, 163, 1036206852, 2985.978027, , 120, 0, 1, 0, 0, -0.000122, 6, 0, -164.019348, >, 0, 1522764294506780749
5, 11, 0, 0.000488, , 323978516, 0, 1, 1, 0, 0.022095, 1, 1, -63.354309, $, 0, 1545280298278
ff, 199, -182489, -0.109375, stem, 331, 0, 0, 1, 0, -0.000336, 1, 0, -19689.115234, i, 1, 97707266
ff, 11, 69869704, -1862.689941, print, 6, 1, 0, 0, 0, -0.015411, 0, 1, -0.033722, k, 0, 2734390
3, 4, 486290151, 0.000488, expert, 1925643, 0, 1, 1, 1, -46.659027, 952, 0, 678.120544, c, 0, 170
f7, 23, -1, -2402.072266, vessel, 224874, 1, 1, 1, 0, 0.033783, 25843, 1, 22147.376953, n, 1, 92
4, 13, 5, -0.927734, apples, 140796515, 1, 1, 1, 0, -0.000031, 17006, 0, 0.000061, i, 1, 905662919402
fe, 5, 86650, -0.000488, mom, 1, 1, 0, 0, 0, 29.537842, 16, 1, 957.667725, 3, 0, 1802634991273737
f, 1, -4, -464.354004, fish, 0, 1, 0, 0, 0, -0.000458, 280, 0, -4872.620605, ?, 0, 27443061006521779
74, 1, -23493403, 23663.832520, pull, 110, 0, 1, 0, 1, 191.485168, 43, 1, 8.118317, w, 0, 1791485700691102582
fe, 0, -1954183, -0.095703, news, 93297866, 1, 1, 1, 0, 1.021545, 53742, 1, 0.000153, D, 0, 61035605155
fc, 6, -19196608, -101608.802734, , 1722654, 1, 0, 1, 0, -10192.782227, 7, 0, 1.000000, Q, 1, 2000867038653678622
0, 0, 21, -29.300293, week, 968847218, 1, 1, 0, 1, -11.286224, 610, 0, 0.003723, O, 1, 125
fe, 131, -2317, -0.130371, ground, 95704, 0, 1, 0, 1, -0.015442, 1, 1, -14.812469, P, 1, 254613887081207001
fb, 220, 1, 0.000977, crown, 16348982, 0, 1, 1, 0, 1178.566284, 16, 0, 2.977478, m, 1, 967472174233625661
18, 4, -258, -0.000977, fold, 268734, 1, 1, 1, 0, 0.000031, 29, 1, 0.017792, l, 1, 29902023237
f0, 2, 1, -4804.867188, kite, 52476658, 1, 0, 0, 0, -108.299103, 1, 1, -662.716431, f, 1, 5068081833637780824
3, 1, 338, 0.000488, slave, 161793, 0, 1, 0, 1, 0.000153, 5866, 1, 460.814178, /, 1, 1292
4, 13, -14850, -59.554688, insect, 309, 1, 1, 1, 0, -0.000031, 31, 1, 0.000061, $, 0, 905662919402
20, 241, 500727, -350.299805, action, 15418627, 1, 1, 1, 1, -1549.573242, 10130, 0, 0.000977, %, 1, 466838620280854587
fb, 0, -1954183, -0.095703, man, 93297866, 0, 1, 0, 0, -0.000977, 3, 1, 0.000153, D, 0, 61035605155
0, 3, -3, -0.005859, trick, 25000696, 0, 1, 1, 0, 4.991791, 440, 0, -2.600311, ^, 0, 700059620127689
1, 11, 632, 0.000000, , 32470797, 0, 1, 0, 1, 0.000366, 296, 1, -9.570374, t, 1, 124
fe, 80, -46923, 193.527832, spoon, 18225421, 1, 1, 0, 1, 0.001160, 1954, 1, -0.204132, W, 1, 32354099073331790
fd, 9, -2606, -1588.701172, leg, 49933697, 1, 1, 1, 1, -3.867950, 3919, 0, 0.001373, }, 1, 466838620280854587
ff, 11, -6356414, 16.246582, brush, 88401, 0, 0, 1, 0, 21659.490234, 31, 1, 7.110901, :, 0, 44
f0, 1, 4656, -4804.867188, heat, 52476658, 0, 1, 0, 0, -108.299103, 337, 0, -662.716431, f, 1, 1975947490035
6, 17, -404, 202830.858887, voyage, 0, 1, 0, 1, 1, -0.002136, 12, 0, -15.970032, F, 1, 475963375354
f9, 0, -30666125, 130162.087891, basket, 14836, 1, 0, 0, 0, -0.023285, 3121, 1, 61.499695, 2, 0, 233073395408819715
b, 4, 500727, 0.027344, bite, 23, 1, 1, 1, 0, -3.867950, 5098, 1, 0.000977, ], 1, 466838620280854587
ff, 0, -13484, 157.915039, spy, 671768, 1, 1, 0, 1, 0.018250, 850, 0, -1262.661743, u, 1, 658720407
2, 176, 7899, 0.009277, trail, 2945, 0, 0, 1, 0, 13.140594, 8, 1, -0.000732, =, 1, 38382538112317051
fe, 109, 86650, 1778.185059, , 1, 1, 0, 0, 1, 468.569733, 16, 0, 957.667725, 3, 0, 1802634991273737
7, 5, 19617, 65.618652, butter, 7259791, 1, 1, 0, 0, 0.000031, 1866, 0, -0.014923, I, 0, 163538460848109
1, 11, 69869704, 13.489258, print, 62315, 1, 0, 0, 1, -0.446472, 287, 1, -0.033875, O, 0, 2524116321547
fa, 180, 0, 0.006348, middle, 3, 0, 1, 0, 1, -0.185883, 121, 0, 0.012329, :, 0, 2986405206935704446
fc, 5, -370158, -240576.310547, mark, 51988, 1, 1, 1, 1, -0.001892, 1700, 0, -1903.828003, M, 0, 1257639393373578923
f5, 31, 15, 5699.602051, lift, 1619895, 1, 1, 0, 1, 1.579498, 450, 0, -1.382843, /, 1, 2
ff, 62, 97398874, 0.210938, snails, 968847218, 0, 0, 0, 1, 0.487488, 6, 0, 0.003723, (, 1, 493080669
40, 2, -182, -233771.273438, end, 62, 1, 1, 1, 1, -8.016907, 8, 1, -0.000458, N, 0, 5246616403148597509
ff, 1, 53225896, 0.003906, hands, 9723, 0, 0, 1, 0, -0.000824, 0, 0, 0.008728, Q, 0, 1740786845
fe, 139, 3846779, 202830.858887, crate, 1765220150, 1, 0, 0, 0, 0.000061, 4, 0, -15.970032, p, 0, 475963375354
fd, 14, 48642440, -272597.552734, horn, 535, 1, 0, 0, 1, 0.000183, 1, 1, -0.001068, K, 1, 102727817450
fb, 2, -209, 0.015137, frog, 11, 0, 0, 1, 1, -0.588806, 1, 0, -0.000122, ;, 0, 30729865
a9, 34, -1378, 62329.257812, animal, 34, 1, 0, 0, 0, -43.404694, 0, 1, -0.000458, !, 1, 84
ff, 15, -1932467, -0.230957, music, 16, 0, 0, 0, 1, 15.249573, 14, 0, -14.812469, b, 1, 1
ff, 55, -2132, -0.000488, skin, 13855, 0, 0, 0, 0, -0.023285, 2, 1, 35.958862, B, 0, 237109792
ff, 120, -31, 17.388672, branch, 104, 0, 0, 1, 1, -8.844360, 1432, 1, 0.821808, G, 1, 1460
2, 3, -1415546, -12685.059082, guitar, 465502355, 0, 0, 1, 0, 125.444916, 3768, 1, -0.067444, 7, 0, 8435798993066506887
fc, 5, -2, 184.309082, throne, 51988, 0, 1, 1, 0, 0.017761, 4995, 1, -1678.282471, M, 1, 163152350009
5, 16, -125394, 0.011719, tramp, 34, 1, 0, 0, 1, -3.389954, 3890, 1, -0.000458, !, 1, 1365214
3, 1, 338, 0.000488, yam, 161793, 0, 0, 0, 0, -0.001038, 5866, 0, 460.814178, @, 1, 527707176
ff, 24, 36504196, -0.000488, chalk, 3079644, 0, 0, 0, 0, 0.027985, 34, 0, 0.209686, R, 1, 1
f, 22, 17349, 341148.198730, cow, 61, 0, 1, 0, 1, 1.000000, 1, 0, -0.000000, c, 0, 4513073899393671
ff, 5, -105774536, -122.301270, chain, 285, 1, 1, 0, 1, 0.000183, 50562, 1, 0.037170, z, 0, 1
0, 0, -461, 0.210938, hate, 55929, 0, 0, 1, 0, 0.031586, 2, 0, 0.004761, O, 1, 1807
ff, 17, -1, -34.940918, jump, 592147, 0, 1, 1, 0, -63.815857, 62799, 1, 0.000458, 5, 0, 791481778394765
12, 131, 123, -0.093262, family, 7557491, 1, 0, 0, 0, 876.751770, 58, 0, 0.000092, (, 1, 158290195
a, 22, 113597521, 2.389160, cannon, 3948685, 0, 0, 1, 1, 0.574036, 233, 1, -0.044952, E, 1, 34140977589837
3, 10, 1, -0.000977, sponge, 1, 1, 1, 1, 1, -0.000031, 2770, 1, 1.411713, -, 1, 464658309712266
a, 24, 18523, 446488.304199, quince, 1, 1, 0, 0, 0, 2570.969727, 5811, 0, 8.118317, i, 0, 58736404339843869
f5, 1, -153, 0.094238, beggar, 1619895, 1, 0, 1, 0, 7942.349121, 24, 0, -1.382843, N, 1, 2233775083068641
fa, 3, -50, -8.366211, slope, 2, 0, 1, 1, 1, -76.807983, 11, 0, -43.537201, (, 0, 97
fb, 220, -66488003, 0.000977, crown, 16348982, 1, 0, 1, 0, 1178.566284, 16, 0, 2.977478, m, 1, 967472174233625661
fe, 1, 77, -11575.872559, ducks, 6856379, 0, 1, 1, 0, -8.785004, 659, 1, 0.089020, L, 0, 95567222321155
fa, 5, -1687, 23282.607422, seed, 0, 1, 0, 0, 0, -2054.015869, 2462, 1, -0.014923, I, 0, 163538460848109
ff, 13, 240, 0.115723, apples, 12581200, 0, 1, 0, 0, -0.000092, 17006, 1, 0.000061, 8, 1, 88
ff, 0, -1, -745.159668, shame, 2501244417, 0, 0, 0, 0, 0.134003, 850, 1, -662.716431, 6, 1, 181674581070109
3, 2, 2, -4602.265137, expert, 161793, 0, 1, 0, 0, 0.564087, 952, 0, 460.814178, @, 1, 1246103362781130185
25, 102, 2004075641, -2.517090, fire, 98, 0, 1, 0, 1, 11.769745, 430, 1, -2.600311, b, 0, 142
2, 1, 7899, -7.475098, horn, 3944, 0, 1, 1, 0, 13.140594, 8, 0, -0.000793, 8, 1, 38382538112317051
e2, 73, 48634098, 0.443848, circle, 1914138989, 0, 0, 0, 0, 0.000366, 1442, 0, 0.000000, ., 0, 6320503284
0, 1, 116940, 3017.963867, sponge, 1, 0, 0, 0, 1, -3173.643066, 686, 0, 1.411713, f, 1, 17076282061
fe, 184, 77, -214.084473, ducks, 6856379, 0, 1, 0, 0, 0.000183, 50562, 0, 0.089020, L, 0, 95567222321155
fe, 59, 86650, -121.899902, dime, 1, 1, 0, 0, 1, -159.136932, 16, 0, 957.667725, 3, 0, 1802634991273737
9a, 5, 4501607, -0.002441, color, 171503, 1, 1, 0, 0, -200.431854, 182, 0, -242.956970, :, 0, 109358
fe, 9, 10, -193349.363770, waves, 8, 1, 1, 1, 1, 1.532623, 5866, 0, 460.814178, 3, 0, 23888
f0, 2, 503, -745.159668, quilt, 271732095, 0, 1, 0, 0, -2833.323975, 447, 0, -662.716431, _, 1, 1975947490035
c, 14, -69972452, 518.822754, , 90379069, 0, 0, 0, 1, 0.242859, 983, 0, -0.001373, I, 1, 24856470763880
6, 0, 156589346, 286.751465, home, 1, 0, 1, 1, 0, 0.058929, 2, 1, -0.000061, D, 1, 13343467130396
fe, 3, -2145596, -10918.529297, tray, 243664100, 0, 1, 0, 1, 14964.808594, 6044, 1, 364.512329, l, 0, 60766729909377
f1, 76, -5568, 21.276855, fowl, 2267579597, 1, 1, 0, 1, -0.018921, 8811, 1, 7085.411621, r, 0, 13602263908718881
d, 2, -5184904, 0.000000, pear, 754, 0, 0, 1, 0, -5.709656, 20, 1, -10359.169922, j, 0, 200698
ff, 31, 25728, -71927.628418, star, 207, 1, 0, 0, 1, 1.000000, 0, 1, -4872.620605, n, 0, 3
18, 48, 0, -0.000977, bath, 268734, 1, 1, 1, 0, 0.000031, 29, 1, 0.017792, l, 1, 9369411365183539
2f, 1, -6666, -0.118164, oven, 51662, 1, 1, 1, 0, 0.028137, 23, 1, -0.000031, P, 1, 110558233177695455
fc, 6, -19196608, 0.036133, cars, 178875004, 1, 0, 0, 0, -0.000092, 4798, 0, 1.000000, {, 1, 6046763092
