act, ear, blade, afternoon, zinc, degree, flag, quarter, tin, grade, angle, ship, hot, caption, prison, mitten, knife
a, 0, 1594, -0.000977, match, 467976, 0, 0, 0, 1, 0.002228, 11, 1, 0.554382, ?, 1, 776
0, 104, -48338, -0.000977, smoke, 467976, 1, 0, 1, 1, 0.002228, 11, 1, 0.554382, Y, 1, 776
fc, 2, 2, -0.012695, match, 1099322458, 0, 0, 0, 1, -0.000336, 3, 0, 0.013306, ?, 1, 17883878365606969249
c7, 0, 2, 1.475586, egg, 1099322458, 0, 0, 0, 1, -0.000336, 3, 0, 0.013306, t, 1, 34456193678027371
c7, 0, 564438, -0.017090, tax, 4187311157, 0, 0, 0, 1, 0.007233, 0, 1, 0.001007, S, 0, 81649274462
d5, 2, 878245530, 0.011719, tax, 194778, 0, 1, 0, 1, -7811.061523, 0, 0, 0.000519, %, 1, 15716231
e6, 2, 878245530, 0.011719, vessel, 1387984, 1, 0, 1, 0, -7811.061523, 1997, 0, 0.000519, L, 1, 15626718424885
ff, 7, -941, 0.020020, can, 18318, 1, 0, 0, 1, 88.289398, 1997, 1, 0.000153, O, 0, 15626718424885
ff, 2, -941, 0.755859, vessel, 95443526, 1, 1, 1, 0, -7621.418457, 1997, 1, 0.000153, k, 1, 15626718424885
ff, 2, 859138, 0.020020, crib, 18318, 1, 0, 0, 0, 0.045471, 165, 0, 0.000000, O, 1, 68581
ff, 2, -941, 0.020020, pet, 18318, 1, 0, 0, 1, -0.000122, 3045, 0, 0.000000, O, 0, 89310720142574829
fc, 6, -13470, 3.132324, pest, 19485174, 0, 0, 1, 1, 88.289398, 58, 1, 0.000000, |, 0, 0
fc, 14, 4918, -100.868164, sand, 202, 0, 0, 1, 1, 0.000885, 7071, 1, 0.000000, =, 1, 0
fd, 5, 15, -333274.132812, horse, 26833962, 1, 0, 1, 0, -0.000092, 7339, 1, -0.000031, D, 0, 11766
5a, 193, 0, 0.493652, throne, 795, 0, 1, 1, 1, -8.768829, 3105, 0, -0.000610, 1, 0, 10526488231567542684
5a, 193, -1612266, 0.493652, throne, 795, 0, 0, 1, 1, 0.031372, 268, 0, -0.000610, 1, 1, 10526488231567542684
1, 234, 0, -458.405273, team, 795, 1, 1, 1, 1, -8.768829, 6, 1, -0.000610, 1, 1, 10526488231567542684
fd, 193, 21553, 7393.974609, team, 795, 0, 0, 1, 1, 0.011932, 268, 1, -0.000610, 1, 0, 10526488231567542684
fe, 234, 29, -444.408203, rain, 56, 0, 1, 0, 1, 1.000000, 6, 0, -0.023682, j, 1, 13
fe, 234, 29, -85396.701172, yam, 56, 0, 1, 0, 0, 1.000000, 2, 0, -0.023682, j, 1, 13
0, 70, -1667549636, 0.000000, yam, 16, 1, 0, 1, 0, 0.000000, 49450, 1, -0.023682, N, 1, 30429199
1b, 43, -1638112467, 0.086426, waves, 52157094, 1, 1, 1, 0, -104.191528, 239, 0, -5.738403, s, 0, 1341092676688391662
0, 2, 23390675, 0.086426, note, 52157094, 1, 1, 1, 0, -20819.777344, 239, 0, -5.738403, s, 1, 1341092676688391662
0, 2, -1954436985, 0.086426, , 52157094, 1, 0, 0, 1, -0.019135, 33, 0, -14.222565, v, 1, 7418513116
ff, 6, -1954436985, 0.086426, , 52157094, 0, 1, 0, 1, 1837.335205, 33, 0, -14.222565, v, 1, 28511463185483
6, 3, -13435, 0.086426, waves, 0, 1, 1, 0, 1, -0.019135, 33, 1, -14.222565, ), 1, 1341092676688391662
ee, 6, 9, 289439.491699, tiger, 61, 0, 0, 1, 0, 4.617676, 327, 1, -14.222565, ), 1, 1
96, 78, 1747541055, -330367.316406, drum, 1, 0, 0, 0, 0, -1341.035645, 121, 0, -73.512878, 9, 0, 5320054646853034
a8, 6, 2334023, -1.428223, tiger, 61, 0, 1, 1, 0, -404.610291, 57209, 0, -73.512878, 6, 1, 28511463185483
ee, 78, -120915, -1.428223, , 1, 0, 0, 1, 1, 23519.957031, 14313, 0, -73.512878, 9, 0, 16
92, 1, 15, -0.002930, gate, 202, 1, 0, 1, 0, -19239.667969, 9396, 0, -24563.242188, 5, 0, 274930162789279
e4, 3, -1875990, 0.005859, wine, 81, 1, 0, 1, 1, -0.116058, 16, 1, -31008.642578, *, 0, 32097286441200
e4, 78, -1875990, -0.671875, party, 81, 1, 0, 1, 0, -19239.667969, 32009, 1, -31008.642578, *, 0, 32097286441200
3, 3, -123333, 0.005859, wine, 81, 1, 1, 1, 1, -0.116058, 0, 1, -31008.642578, c, 0, 28204258185
