act, ear, blade, afternoon, zinc, degree, flag, quarter, tin, grade, angle, ship, hot, caption, prison, mitten, knife
0, 18, 7, -3.354004, bread, 2789, 0, 1, 1, 1, 0.018738, 9, 1, -4856.622559, A, 0, 10
d1, 0, -7726, 0.037598, sponge, 101, 0, 0, 0, 1, 1.983002, 35, 1, -0.001038, ?, 1, 3569
0, 5, 14, -0.015137, change, 1, 0, 1, 0, 0, -0.153168, 117, 0, 0.001709, {, 0, 152536922
1, 7, -665570, -0.035645, shade, 11600, 0, 0, 0, 0, -0.005798, 21751, 1, 0.211304, ^, 1, 967508
d0, 3, 204, -0.153320, desk, 38, 0, 1, 0, 0, 0.000183, 1, 1, 0.000031, H, 1, 40633
ff, 1, 1380, 6494.260742, brake, 2, 0, 0, 1, 0, -7.358246, 0, 1, -3.299255, K, 1, 624
11, 50, -7273, -57.136230, crush, 288, 1, 0, 0, 0, -0.000183, 1, 1, -0.005646, {, 0, 273
43, 33, 214, 0.017090, church, 34429, 0, 0, 1, 0, -1900.513428, 1, 0, 1495.428833, k, 0, 106
ca, 30, 1798, 0.000000, table, 7473, 1, 0, 0, 1, 0.411743, 3, 1, -0.000000, [, 1, 133384484
0, 0, 951873, -0.000488, bottle, 0, 0, 1, 1, 0, -26471.386719, 204, 0, -18.693695, F, 1, 552271
f4, 23, -1, -3843.556641, lead, 5, 0, 1, 1, 0, -0.000122, 79, 0, -2640.077637, 8, 1, 6
5, 4, -9009, -0.003418, thread, 0, 1, 0, 0, 1, -2.425903, 436, 1, -12441.714844, h, 1, 24
19, 15, 61, -91.413574, sticks, 39606, 0, 0, 0, 1, 0.000031, 7, 1, 91.067657, 6, 1, 3
ff, 37, 177165, 4978.256348, root, 37, 0, 1, 1, 0, 795.918091, 243, 0, -0.000275, =, 0, 25162559
f, 17, 0, 400.842773, sneeze, 1519, 0, 1, 1, 1, 0.168732, 12, 1, 5.427673, l, 0, 134274
1, 6, 776, 86608.843750, rule, 0, 1, 1, 1, 0, -0.000153, 280, 0, 0.000061, B, 0, 121071
ff, 120, -179826, 0.018066, bead, 335, 1, 0, 0, 1, -59.311188, 0, 0, -0.010895, 1, 0, 3
6, 15, 26362, -11.417969, bed, 83, 0, 0, 0, 0, -0.000153, 2, 1, 0.593964, Q, 0, 50624
ff, 3, 5542, 35.195801, vest, 1, 0, 0, 1, 0, 208.547974, 4, 0, 4504.419922, J, 0, 67913
0, 4, 36, -2245.544922, engine, 15141, 0, 0, 0, 1, -0.000031, 1, 0, -7114.561035, h, 0, 605463
3, 223, 3571002, 0.000000, cloth, 15691, 0, 1, 1, 1, -7387.879395, 28916, 1, -0.000854, x, 0, 594025215
1, 6, 4333, 0.042480, chance, 23, 0, 0, 0, 0, 60.551636, 6, 1, 0.026581, M, 0, 6703
ff, 2, 15740, 0.004883, glue, 50, 0, 0, 0, 1, 0.858429, 25, 0, -63.407471, N, 1, 84404054
1, 0, -903, -3661.162109, powder, 1882, 1, 1, 1, 0, -58.720001, 43, 1, -0.000031, s, 0, 6
fa, 7, 466900, 11853.109375, power, 518, 1, 1, 1, 0, 0.001801, 3, 0, 0.003204, R, 0, 109137
0, 186, -1, 5.459473, curve, 0, 0, 1, 1, 0, 5.260406, 7254, 0, -18.693695, F, 1, 4615436
0, 2, 4, -88.297852, shirt, 12, 1, 1, 1, 0, -0.067383, 759, 1, -114.099640, l, 0, 161
fd, 1, 1, -11.060059, pies, 3, 1, 1, 0, 0, 0.000244, 106, 1, 46.997406, }, 0, 5
fa, 12, -181, 1162.671387, profit, 4, 0, 1, 1, 1, -36.184021, 15, 0, 183.133850, I, 1, 3148561
ca, 238, 1798, 1189.268555, arm, 1233, 1, 0, 1, 1, -0.000061, 483, 1, -0.000000, 7, 0, 5
ab, 41, -16036, -2.671387, burst, 2648, 1, 0, 0, 1, 18.340332, 6273, 1, -734.407349, m, 1, 10966
ff, 0, 53, 5026.266602, space, 18310, 1, 1, 0, 0, 0.417938, 1, 1, 0.452545, T, 0, 3166277
bb, 61, 1361707, -9171.140625, owl, 40662, 1, 1, 1, 1, -2.058350, 3, 1, 16618.017578, n, 0, 3
18, 26, -3, 0.011719, cat, 4382, 1, 0, 0, 0, -18877.261719, 31, 1, -0.561127, k, 1, 2
e, 15, 605, 733.404297, plate, 3083, 1, 1, 0, 1, 8105.852051, 63, 1, 0.766449, 5, 0, 120
ff, 6, 38832, 75.435547, root, 37, 1, 0, 1, 1, 0.000916, 276, 0, -0.000275, J, 1, 25162559
fe, 53, 219, 87882.015625, tree, 1, 1, 1, 0, 1, -6029.907227, 3, 1, -0.058319, >, 0, 1582539659
0, 14, 3132813, 599.890137, vessel, 1233, 0, 1, 1, 0, 0.063721, 27, 0, 0.000000, 7, 0, 35
1a, 8, -17, 118.020996, peace, 856, 1, 0, 1, 0, 6994.921875, 2, 1, -0.000092, S, 0, 30421
6, 2, 0, -118216.500000, canvas, 7786, 1, 1, 1, 0, -0.000580, 1953, 0, 0.000854, /, 0, 123333
fc, 89, -397, 0.010254, back, 20277, 0, 1, 1, 1, 0.000000, 12275, 1, -0.000061, ~, 0, 257531030
e4, 2, -11447, -0.088379, join, 5724, 0, 1, 1, 1, -456.181335, 26003, 1, -0.000061, l, 1, 0
ff, 2, -397, 0.010254, back, 20277, 0, 1, 1, 1, 96.509399, 4, 1, -0.000061, !, 0, 257531030
e4, 86, -57315, -2.882812, food, 6852, 0, 0, 1, 1, 0.315155, 1, 0, 0.000061, }, 0, 288
ff, 19, 13394, -2004.056641, hall, 11177, 0, 0, 0, 1, 472.463593, 1, 0, -8.335724, d, 1, 960
30, 1, -276, -60489.007812, wood, 1653, 1, 1, 1, 0, 1566.990356, 603, 1, -17.535797, e, 0, 1938
f5, 8, -158, 0.003418, tank, 13, 0, 1, 0, 0, -0.000183, 179, 1, 0.000946, (, 1, 10984
ff, 2, -1, -0.432129, snake, 20277, 0, 0, 0, 1, 96.509399, 4, 1, -0.000061, !, 0, 257531030
1, 223, 405268, -0.005859, cloth, 15691, 1, 1, 0, 1, 3.266693, 28916, 1, -0.000854, X, 1, 3569
44, 42, -3280, 0.162109, ants, 9638, 1, 1, 1, 1, 0.030487, 0, 1, -0.000031, J, 0, 27
e6, 33, 6, 0.000000, rule, 8446, 0, 0, 1, 1, -0.000031, 511, 1, 0.000092, 1, 1, 3481008
ff, 140, -3504, -113895.554688, coach, 38218, 0, 1, 1, 1, 0.124756, 494, 1, 3104.780273, 4, 0, 1982
3, 119, 30, 2577.656250, night, 6, 1, 0, 1, 0, 180.791016, 1752, 0, -0.019104, !, 0, 1479
ff, 1, -1722176, -0.002930, space, 783, 0, 1, 1, 0, -0.000031, 2973, 1, -0.000031, ?, 1, 3840
2, 15, 484342, 30874.812500, test, 114, 0, 1, 1, 0, 0.024231, 14, 0, 0.003784, 6, 1, 210830
fd, 195, 2969034, 255.835449, grass, 1, 1, 1, 0, 1, 0.026520, 712, 1, -65.757477, ?, 0, 27434939
3, 26, -181, -7950.440918, quartz, 2, 1, 1, 1, 1, 0.000366, 3869, 0, 5277.035156, -, 0, 68
fd, 3, 1, -5.228516, crayon, 1, 0, 0, 0, 1, -0.230133, 31, 1, 40.691162, h, 1, 613985479
1a, 4, -54649, 1591.434082, camp, 744, 0, 0, 0, 1, -0.704926, 3009, 1, 0.010529, i, 0, 56748381
0, 14, 258330, -0.047852, vessel, 1233, 0, 0, 1, 0, 0.063721, 2756, 0, 0.000000, 7, 0, 1561834
6b, 4, 1056321, 763.870117, crack, 7, 0, 1, 1, 0, 0.001587, 4918, 0, -220.356079, U, 1, 191186697
9, 15, 1021, -672.481445, look, 6151, 0, 1, 1, 1, -0.868286, 232, 1, -0.000092, m, 1, 164
db, 3, 12, -1592.602051, babies, 22, 0, 1, 0, 1, 0.305145, 1832, 0, 874.006775, 0, 0, 785
fc, 0, 234, 12157.259766, lake, 142, 0, 0, 1, 1, 0.000061, 19, 1, -0.002411, M, 0, 624203
0, 12, 14, 3.639648, fuel, 1, 0, 0, 0, 0, 0.111206, 5, 0, 0.001709, {, 0, 2
f9, 195, 4, 255.835449, tank, 5399, 1, 0, 0, 1, -0.067383, 77, 1, -65.757477, N, 0, 218031261
f3, 0, -119, -0.040527, smile, 64, 0, 0, 1, 1, -13626.812500, 32, 0, -0.782104, o, 1, 133151110
f0, 0, -7, -3.559082, shop, 7069, 1, 0, 0, 0, 15221.514648, 1834, 0, 25.305573, X, 0, 22
c8, 58, 0, -1.811035, minute, 18081, 1, 0, 0, 0, -0.052673, 97, 0, 1.479675, w, 1, 2396747
ff, 1, -354, -0.095703, sock, 0, 0, 0, 1, 0, -0.186462, 0, 0, 0.001495, e, 1, 6
0, 12, -2, 0.000000, amount, 110, 0, 1, 0, 0, 11.207581, 0, 1, 0.008179, l, 0, 12
4, 122, 15639, -0.092285, thumb, 8394, 1, 1, 1, 0, -0.000275, 509, 1, -6.033112, L, 1, 160218168
0, 6, 63700, 0.001465, sign, 111, 0, 0, 0, 1, 0.000916, 22, 0, 0.000214, H, 0, 434724
34, 1, -1566, -67882.890625, boats, 3, 1, 1, 1, 1, 0.039978, 428, 0, -0.049408, X, 0, 0
fe, 53, 259884, -0.007812, shame, 1, 0, 1, 1, 0, -4.764862, 47895, 1, -0.058319, >, 0, 1582539659
0, 15, -5, -962.219727, queen, 161, 0, 1, 1, 0, -126.243317, 9737, 0, 3988.002441, H, 0, 77
fd, 1, -1, -0.001465, brake, 2, 0, 0, 1, 0, 1676.895508, 0, 0, -3.299255, K, 0, 117358
ff, 1, -279261, -0.043945, unit, 2153, 1, 1, 1, 1, 0.000031, 7024, 1, 0.113861, b, 0, 1
7f, 23, -3791, -0.003418, corn, 4026, 1, 1, 0, 0, 23421.134766, 1824, 1, -2640.077637, W, 0, 112248
3, 0, 30, 0.256836, cannon, 6, 0, 0, 1, 0, 98.250305, 13989, 1, -0.019104, !, 0, 1479
fe, 10, 112114, 1913.538574, burst, 5061, 0, 1, 1, 0, 371.676178, 1, 0, -18239.404297, ^, 0, 15
fc, 9, 43, 0.013672, teeth, 140, 0, 0, 1, 1, -1900.513428, 3, 1, 1495.428833, c, 1, 726785
ff, 1, -179826, -149.308594, toe, 16422, 0, 1, 1, 1, -0.468414, 0, 0, -0.010895, i, 0, 3
f8, 191, -7663, -0.000488, fact, 7, 0, 0, 1, 0, -0.000031, 12714, 1, -0.000031, q, 1, 46583035
fe, 4, -1, -17672.789062, wire, 41, 0, 0, 1, 0, 18.340332, 0, 1, -788.302795, w, 1, 0
5b, 4, -264, -0.009277, coat, 25485, 0, 1, 0, 1, 656.181641, 2540, 0, 0.000031, 4, 0, 1053453618
2, 15, 56, 0.000488, hose, 114, 0, 1, 0, 0, 0.005615, 100, 0, 0.003784, h, 0, 0
ff, 0, 3, -0.005371, grip, 55556, 1, 0, 1, 1, 0.855682, 7151, 1, -1.996307, S, 1, 8262369
c8, 8, 48232, 6.222168, fish, 572, 0, 0, 0, 1, -0.000031, 708, 0, -7812.766602, @, 0, 3074
ec, 19, -16, -2004.056641, hall, 368, 0, 0, 1, 1, 0.015411, 6178, 0, -8.335724, 5, 0, 44172
c, 3, -702, -180.850586, copy, 3, 0, 0, 0, 0, -0.010590, 1723, 0, -0.228333, X, 0, 1973
fe, 4, -1, -17672.789062, ray, 41, 0, 0, 1, 0, 18.340332, 0, 1, -788.302795, ), 1, 1796892
f, 3, 1221235, -0.367676, banana, 10253, 0, 1, 1, 1, 0.000183, 1, 1, 9800.775391, O, 0, 20
ea, 105, -4349, 3441.232910, sleep, 62162, 0, 0, 1, 0, 0.003723, 3440, 1, -0.000031, Z, 1, 2034223
45, 5, -425, -28.539551, dinner, 72, 0, 1, 0, 0, -268.089417, 493, 0, 25.167480, E, 1, 5
3, 2, 1, 0.064941, point, 37519, 1, 1, 1, 1, 265.688660, 0, 0, -0.037048, b, 0, 437783
1, 4, -1, -3.119629, limit, 114, 0, 1, 0, 0, 0.005615, 100, 0, 0.003784, h, 1, 0
71, 0, -411, 0.010742, arm, 4129, 0, 1, 0, 0, 0.000031, 47973, 0, 3581.029785, a, 1, 3080
ff, 80, 124, 0.009766, nail, 34429, 0, 0, 1, 1, -9.748108, 54, 1, 1495.428833, k, 0, 968
50, 3, 1, -5.228516, crayon, 195, 1, 1, 1, 1, -0.230133, 31, 1, 46.997406, }, 1, 1656
ff, 0, -5, 126.269043, motion, 34, 0, 1, 1, 1, -0.635590, 20, 1, 16618.017578, B, 0, 761
2, 12, 1443746, -113010.156250, rake, 0, 0, 1, 0, 0, -3940.427002, 6834, 0, -0.000122, q, 1, 2782
5, 4, -9009, 6.222168, bean, 199, 1, 1, 1, 1, -0.000610, 436, 0, -7812.766602, g, 1, 228524
fe, 58, 242, -45727.906250, church, 8586, 1, 1, 1, 0, 242.312775, 100, 1, -0.309387, p, 0, 3
f4, 8, -12, -0.102051, stem, 61, 1, 1, 1, 0, 0.000000, 1, 1, -0.000000, 4, 0, 1467
d0, 54, 3222, 0.002930, salt, 508, 1, 1, 1, 0, -0.044647, 99, 0, 0.000031, &, 1, 435
19, 0, 755, 0.003418, rain, 39606, 1, 1, 0, 1, -9.737854, 7, 1, 91.067657, 6, 0, 3
fa, 86, 1, -2686.653320, beetle, 91, 0, 0, 1, 0, 425.367188, 15, 1, 0.000000, G, 0, 176785
ec, 3, 1235201, -14.221191, humor, 0, 1, 0, 0, 1, -0.009308, 1395, 1, -8.335724, !, 1, 44172
3, 0, 460, 0.054199, nose, 787, 1, 0, 1, 1, -463.116913, 35, 0, 0.049286, H, 0, 44115
ff, 1, -31658, 0.044922, shape, 599, 1, 1, 1, 0, -0.016235, 6, 1, -0.000275, %, 1, 176985372
ff, 6, 0, 0.003418, spade, 5, 0, 0, 0, 1, -5424.943848, 29150, 0, -0.000031, +, 1, 3
2, 0, 1458217, -65.490234, skirt, 15917, 0, 0, 0, 1, 519.644165, 1853, 1, 1.000000, |, 0, 4822
1f, 230, 19605, -45489.160156, grass, 1, 1, 1, 1, 1, -0.000061, 5291, 1, 40.430084, ., 1, 613985479
84, 1, 14, -0.460938, nose, 57, 1, 1, 1, 0, -6.159180, 54, 1, -0.000122, _, 1, 1744
ca, 30, 1798, -195.932129, yoke, 7473, 0, 0, 0, 1, 0.411743, 0, 1, -0.000000, [, 1, 133384484
3, 99, -125, 0.000977, snails, 12702, 0, 0, 1, 0, 44.094971, 55, 1, 1108.393066, (, 1, 2
e6, 33, 16168, 0.000000, rule, 8086, 1, 0, 0, 0, 115.351990, 33762, 0, 0.000092, ^, 1, 3481008
0, 129, 63700, -0.507812, care, 111, 1, 0, 0, 0, 0.000092, 22, 0, 0.000214, H, 0, 434724
9f, 5, -2, -0.005371, legs, 55556, 0, 1, 1, 1, -27.486786, 30, 1, -2.627899, $, 1, 17069243
eb, 1, 469834, 0.044922, oven, 599, 0, 0, 1, 0, -0.004547, 2, 0, -0.000275, %, 0, 313151
f9, 10, 2093189, 7.981934, rate, 5061, 0, 0, 1, 1, 371.676178, 100, 0, -18239.404297, ^, 0, 15
ee, 2, -761332, -541.564453, hall, 876, 1, 0, 0, 1, -586.821777, 1272, 0, 0.006348, *, 0, 1598376
fd, 0, 234, -6.229492, dress, 3, 0, 1, 1, 1, -0.000000, 45, 1, -0.003235, J, 1, 1278754273
ff, 31, -299877, 40.045410, berry, 50, 1, 0, 0, 1, -0.000244, 13, 0, -63.407471, N, 1, 30
fd, 12, -1, 733.404297, rice, 1, 0, 0, 1, 0, 8105.852051, 4, 1, 0.766449, j, 0, 123
76, 31, -299877, 12.908691, legs, 5, 1, 0, 1, 1, 0.000092, 6042, 0, -63.407471, N, 1, 30
fd, 0, -235, 91.162598, card, 180, 1, 1, 1, 1, -1.819092, 259, 1, 0.046997, 5, 1, 49123372
c, 15, -1, -962.219727, queen, 138, 0, 1, 0, 1, 15137.253906, 22, 1, 3988.002441, 9, 0, 3913
ea, 13, 36863, 1668.150391, wire, 2, 0, 1, 0, 0, 0.000031, 489, 0, 0.000031, m, 1, 4312
9f, 5, -2, -0.000488, stone, 3606, 1, 1, 0, 1, 0.904938, 15742, 0, -2.627899, |, 1, 283675243
ff, 7, -1084, -0.000488, pin, 79, 1, 1, 1, 1, -0.075836, 1, 0, -1767.432495, Y, 0, 14
e2, 44, 300500, -0.001953, can, 544, 1, 1, 1, 1, -0.002136, 17, 0, -653.370239, V, 1, 6259
a, 1, 286, -9076.601562, room, 1, 0, 1, 1, 1, -0.033173, 57415, 1, -18.295074, K, 0, 1787
6, 8, -299877, 0.003418, straw, 50, 1, 0, 0, 1, 0.000793, 1983, 0, -63.407471, N, 1, 0
c0, 7, 5, -2.623535, whip, 12572, 1, 1, 1, 1, 5.753967, 1017, 0, -49.437927, H, 1, 252094
ec, 11, 68638, 11.672852, cream, 32494, 1, 1, 0, 1, -0.009308, 239, 0, -8.335724, m, 1, 44172
1, 1, 79100, 24.685547, slave, 8657, 0, 1, 1, 0, 835.260742, 980, 1, 0.093903, 5, 0, 3508
f4, 16, -64474, -0.001953, air, 207, 1, 0, 0, 1, 15691.121094, 9, 0, 0.002106, g, 1, 126
ff, 65, 973013, -0.000488, space, 7, 1, 1, 1, 1, -0.000031, 123, 1, -0.000031, q, 1, 46583035
3, 26, -181, -7950.440918, stream, 3, 1, 1, 1, 1, -127.470886, 1113, 0, 5277.035156, K, 0, 1844
fd, 25, 3175043, 0.015137, tub, 1014, 0, 0, 0, 1, -0.000000, 4026, 1, -28419.396484, j, 0, 9
c0, 2, -3032759, -0.000977, whip, 12572, 1, 1, 0, 1, -0.000000, 2563, 1, -49.437927, H, 0, 1341366781
0, 108, -472, 0.699219, cats, 24, 0, 0, 0, 1, 20775.503906, 1, 1, 24.869171, e, 0, 40
ec, 6, 469834, -0.351074, grip, 599, 1, 1, 1, 0, 0.012512, 2, 1, -0.000275, m, 1, 1
fb, 227, -158, -0.000977, tank, 13, 0, 1, 0, 0, -365.774994, 1393, 1, 0.000946, (, 0, 63952501
ff, 1, 1, 4.497070, table, 6, 0, 1, 0, 1, -0.000854, 1363, 0, 1.762024, z, 0, 92844509
fc, 18, -344840, -0.351074, wing, 38809, 1, 0, 0, 1, -0.033508, 39, 1, -0.000854, x, 0, 5
1, 120, -31, 19858.693359, lift, 438, 0, 1, 1, 1, 0.012482, 41, 1, -13517.523438, !, 1, 993894
7, 8, -17, 0.000000, girl, 0, 1, 0, 1, 1, 21.926636, 8104, 0, -25.405823, 9, 0, 45700527
1, 102, -179826, 7567.632812, bead, 2, 1, 0, 0, 0, 0.790741, 1528, 0, -0.011322, 1, 1, 125584137
18, 26, -5184, 31617.519531, can, 4382, 0, 0, 0, 0, 4021.215576, 46, 0, -0.561127, k, 0, 2
1, 53, -1, 0.101562, eggnog, 1, 0, 0, 1, 0, -0.022034, 5, 1, 0.283173, e, 1, 328491
1, 13, -31, 659.317383, lift, 438, 0, 1, 1, 0, 0.012482, 77, 0, -13517.523438, !, 1, 993894
1c, 46, 1, 23.663574, help, 25900, 1, 0, 0, 1, 1.135040, 567, 0, -1.004639, +, 1, 4
ff, 129, 1299636, 37.522461, snake, 0, 1, 1, 0, 0, -4.098694, 23110, 0, 0.000336, {, 1, 2109020471
b, 4, 425593, -2481.077148, potato, 19, 0, 0, 0, 1, -0.000031, 51965, 1, 0.000000, t, 0, 921744
0, 1, 503131, -383.113281, color, 26, 0, 1, 0, 1, -0.205231, 25, 1, 0.000854, s, 0, 922712
8c, 1, 1285335, 23498.779297, poison, 1, 0, 1, 1, 0, -218.296570, 11, 0, -1281.444214, m, 0, 3672365
8, 1, -3032759, 3.764648, zebra, 1, 1, 1, 1, 1, -0.012512, 206, 0, -49.437927, 8, 0, 1391928595
7, 31, -266107, -3493.070801, iron, 12, 0, 1, 0, 1, -0.000000, 3, 1, 91.067657, P, 1, 15
37, 4, 1, 7567.632812, copper, 1604, 1, 1, 0, 0, -0.001282, 1752, 1, -0.011322, V, 0, 1479
fd, 15, 2, 0.000000, locket, 377, 1, 0, 0, 1, 0.866638, 1, 1, -24.255035, 9, 1, 4214569
fe, 12, 30, -49855.531250, uncle, 3, 0, 1, 1, 0, 0.305145, 1832, 1, 874.006775, O, 0, 785
ff, 147, 19478, -13280.091797, loaf, 18310, 1, 1, 0, 0, 0.000214, 43080, 1, 0.452545, T, 0, 29410253
a0, 1, 8951, 175.583496, home, 5451, 1, 1, 0, 1, 46.313660, 30887, 1, -0.006226, a, 1, 2723
22, 14, -58525, -0.000488, point, 8, 1, 1, 1, 0, -2.503052, 0, 1, -0.029022, {, 0, 0
4, 16, 242054, -0.002930, dad, 14, 1, 0, 1, 1, 0.001801, 6, 1, 0.003204, T, 1, 128967
